TransactionID,Date,Store,City,ProductCategory,Sales,Customers,Satisfaction,DiscountPercent,day,year,month
606,2025-12-09,Store B,Ottawa,Sports,2573.67,101,,10,Tuesday,2025,December
607,2025-12-22,Store F,Mississauga,Clothing,2639.75,,3.4,5,Monday,2025,December
608,2023-06-20,Store H,Windsor,Home,1608.99,80,4.1,15,Tuesday,2023,June
609,2024-08-30,Store A,Toronto,Food,1707.47,95,4.5,10,Friday,2024,August
610,2024-03-09,Store B,Ottawa,Books,1369.32,92,4.6,5,Saturday,2024,March
611,2025-05-01,Store C,Hamilton,Home,1615.44,101,4.2,25,Thursday,2025,May
612,2025-07-27,Store E,Kingston,Sports,940.2,92,3.9,5,Sunday,2025,July
613,2023-04-07,Store E,Kingston,Electronics,918.42,67,3.6,0,Friday,2023,April
614,2025-08-22,Store D,London,Home,2081.3,136,4.8,0,Friday,2025,August
615,2023-01-28,Store D,London,Home,1340.31,77,3.9,25,Saturday,2023,January
616,2025-11-21,Store H,Windsor,Home,1893.82,80,,5,Friday,2025,November
617,2024-02-04,Store H,Windsor,Food,1923.02,107,4.1,5,Sunday,2024,February
618,2023-02-17,Store D,London,Books,1534.78,75,,0,Friday,2023,February
619,2024-09-18,Store B,Ottawa,Home,1384.9,98,4.8,0,Wednesday,2024,September
620,2024-11-28,Store B,Ottawa,Home,1800.62,97,4,15,Thursday,2024,November
621,2025-10-19,Store E,Kingston,Sports,532.62,52,4.4,5,Sunday,2025,October
622,2025-02-04,Store F,Mississauga,Home,1828.9,53,4.7,20,Tuesday,2025,February
623,2023-05-24,Store G,Waterloo,Books,1418.84,100,4,10,Wednesday,2023,May
624,2024-07-13,Store D,London,Sports,1798.45,118,4.6,20,Saturday,2024,July
625,2024-12-05,Store B,Ottawa,Electronics,1130.72,124,4,15,Thursday,2024,December
626,2025-07-08,Store C,Hamilton,Clothing,1694.32,91,3.9,20,Tuesday,2025,July
627,2025-01-19,Store B,Ottawa,Food,1644.44,52,,10,Sunday,2025,January
628,2025-11-28,Store H,Windsor,Clothing,1189.53,85,4.4,0,Friday,2025,November
629,2025-06-03,Store D,London,Books,1380.38,107,4.2,5,Tuesday,2025,June
630,2024-08-13,Store B,Ottawa,Home,1260.11,75,4.5,20,Tuesday,2024,August
631,2025-11-11,Store A,Toronto,Sports,2339.25,111,4.6,25,Tuesday,2025,November
632,2023-08-27,Store E,Kingston,Clothing,1303.83,48,4.2,5,Sunday,2023,August
633,2024-10-18,Store B,Ottawa,Clothing,995.47,48,4.8,5,Friday,2024,October
634,2025-02-02,Store C,Hamilton,Food,1692.87,72,4.1,5,Sunday,2025,February
635,2025-11-29,Store A,Toronto,Electronics,2354.78,146,4.2,5,Saturday,2025,November
636,2023-12-17,Store E,Kingston,Electronics,2211.14,74,,10,Sunday,2023,December
637,2025-06-15,Store E,Kingston,Home,1665.77,67,4.1,10,Sunday,2025,June
638,2024-04-17,Store E,Kingston,Food,1078.13,108,4.3,20,Wednesday,2024,April
639,2023-05-21,Store B,Ottawa,Books,1663.5,80,4.1,0,Sunday,2023,May
640,2023-03-20,Store C,Hamilton,Food,1581.36,152,4.6,15,Monday,2023,March
641,2024-04-14,Store A,Toronto,Sports,2119.05,63,4.2,15,Sunday,2024,April
642,2025-09-19,Store H,Windsor,,1966.61,39,,10,Friday,2025,September
643,2025-05-24,Store A,Toronto,Books,2088.11,99,3.9,25,Saturday,2025,May
644,2023-12-27,Store C,Hamilton,Electronics,1962.81,127,4.3,5,Wednesday,2023,December
645,2024-05-02,Store C,Hamilton,Food,1975.96,72,5,15,Thursday,2024,May
646,2024-03-27,Store H,Windsor,Sports,819.21,51,3.8,10,Wednesday,2024,March
647,2024-10-05,Store B,Ottawa,Home,562.02,81,4.2,5,Saturday,2024,October
648,2024-06-18,Store E,Kingston,Home,2721.67,61,4.9,20,Tuesday,2024,June
649,2025-08-09,Store F,Mississauga,Home,2180.83,162,4.4,20,Saturday,2025,August
650,2025-05-31,Store A,Toronto,Home,1372.95,61,,10,Saturday,2025,May
651,2024-07-02,Store E,Kingston,Electronics,954.03,,4.4,25,Tuesday,2024,July
652,2024-05-06,Store C,Hamilton,Clothing,2145.55,50,3.8,5,Monday,2024,May
653,2025-06-16,Store D,London,Electronics,1168.64,75,4.8,5,Monday,2025,June
654,2024-04-14,Store F,Mississauga,Sports,1561.4,116,,20,Sunday,2024,April
655,2023-08-06,Store A,Toronto,Home,2488.86,100,3.7,5,Sunday,2023,August
656,2024-07-12,Store H,Windsor,Sports,1782.29,100,3.8,0,Friday,2024,July
657,2024-08-26,Store C,Hamilton,Home,742.92,45,3.6,25,Monday,2024,August
658,2025-12-07,Store D,London,Sports,2310.8,120,4.4,5,Sunday,2025,December
659,2023-07-31,Store C,Hamilton,Electronics,2077.68,69,3.5,20,Monday,2023,July
660,2025-02-16,Store F,Mississauga,Home,1834.63,96,4.3,0,Sunday,2025,February
661,2025-03-25,Store E,Kingston,Home,1602.36,77,3.5,0,Tuesday,2025,March
662,2023-08-27,Store C,Hamilton,Home,996.08,11,3.7,0,Sunday,2023,August
663,2024-09-09,Store C,Hamilton,,822.41,60,5,25,Monday,2024,September
664,2023-09-03,Store D,London,,417.33,84,4.5,20,Sunday,2023,September
665,2025-04-17,Store H,Windsor,Clothing,1978.79,59,4.9,20,Thursday,2025,April
666,2025-09-01,Store C,Hamilton,Food,888.92,76,4.5,20,Monday,2025,September
667,2023-08-31,Store C,Hamilton,Food,1342.58,129,3.1,15,Thursday,2023,August
668,2023-12-08,Store G,Waterloo,Electronics,1907.59,141,4.1,5,Friday,2023,December
669,2023-03-28,Store B,Ottawa,Home,1470.52,50,4,0,Tuesday,2023,March
670,2025-03-15,Store F,Mississauga,Electronics,2287.03,68,3.5,10,Saturday,2025,March
671,2023-05-31,Store C,Hamilton,Sports,1581.04,49,,10,Wednesday,2023,May
672,2025-02-23,Store A,Toronto,Books,2014.68,62,4.7,15,Sunday,2025,February
673,2024-04-19,Store A,Toronto,Home,1904.13,57,4.5,20,Friday,2024,April
674,2024-04-28,Store H,Windsor,Home,701.97,56,4.6,5,Sunday,2024,April
675,2024-03-05,Store G,Waterloo,Clothing,282.07,84,3.9,0,Tuesday,2024,March
676,2023-06-19,Store H,Windsor,Electronics,1383.74,113,4.3,0,Monday,2023,June
677,2024-11-19,Store G,Waterloo,Food,1208.29,144,4.4,0,Tuesday,2024,November
678,2023-04-09,Store A,Toronto,Electronics,1550.95,68,4.5,0,Sunday,2023,April
679,2025-02-22,Store G,Waterloo,Clothing,1343.02,76,4.5,10,Saturday,2025,February
680,2024-10-18,Store D,London,Electronics,,57,3.8,5,Friday,2024,October
681,2025-12-30,Store G,Waterloo,Electronics,2256.86,92,3.6,15,Tuesday,2025,December
682,2024-01-13,Store D,London,Sports,1887.98,103,4.5,0,Saturday,2024,January
683,2025-01-06,Store C,Hamilton,Books,872.77,65,4.7,5,Monday,2025,January
684,2025-12-30,Store A,Toronto,Sports,2510.51,110,,15,Tuesday,2025,December
685,2023-11-27,Store H,Windsor,Electronics,1744.56,79,3.7,5,Monday,2023,November
686,2023-01-23,Store E,Kingston,Electronics,1145.21,,3.5,10,Monday,2023,January
687,2023-07-06,Store D,London,Home,2666.7,86,4.1,0,Thursday,2023,July
688,2024-07-26,Store H,Windsor,Home,1958.26,,4.2,5,Friday,2024,July
689,2024-06-02,Store D,London,Sports,2296.68,115,4.6,25,Sunday,2024,June
690,2023-04-17,Store A,Toronto,Food,1477.01,77,4.7,10,Monday,2023,April
691,2023-02-18,Store E,Kingston,Sports,1019.39,61,3.7,15,Saturday,2023,February
692,2024-11-14,Store D,London,Home,1515.47,136,4.6,0,Thursday,2024,November
693,2023-11-07,Store B,Ottawa,Food,,85,3.1,15,Tuesday,2023,November
694,2023-10-04,Store E,Kingston,Sports,1213.42,66,4.4,5,Wednesday,2023,October
695,2023-04-08,Store C,Hamilton,Home,1282.41,96,,15,Saturday,2023,April
696,2023-01-11,Store E,Kingston,Home,1166.49,39,5,0,Wednesday,2023,January
697,2024-05-03,Store D,London,Books,2032.52,24,4.4,20,Friday,2024,May
698,2024-08-31,Store D,London,Sports,1937.76,,3.6,25,Saturday,2024,August
699,2025-09-27,Store C,Hamilton,Clothing,1222.35,118,4.4,5,Saturday,2025,September
700,2023-08-12,Store G,Waterloo,Food,,53,3.9,0,Saturday,2023,August
701,2024-03-12,Store G,Waterloo,Clothing,657.04,88,3.7,5,Tuesday,2024,March
702,2024-09-06,Store D,London,Sports,1565.23,124,4,20,Friday,2024,September
703,2023-10-26,Store G,Waterloo,Electronics,1317.06,76,,15,Thursday,2023,October
704,2023-05-30,Store A,Toronto,Books,1528.92,82,4.3,20,Tuesday,2023,May
705,2024-09-16,Store G,Waterloo,Books,1622.26,141,3.7,0,Monday,2024,September
706,2025-05-21,Store B,Ottawa,Food,1643.58,35,3.8,15,Wednesday,2025,May
707,2025-02-08,Store D,London,Clothing,1859.98,89,,5,Saturday,2025,February
708,2023-07-02,Store G,Waterloo,Clothing,1319.18,93,5,20,Sunday,2023,July
709,2024-01-10,Store H,Windsor,Sports,1126.13,51,3.9,20,Wednesday,2024,January
710,2024-03-24,Store B,Ottawa,Clothing,918.07,36,4.1,10,Sunday,2024,March
711,2024-12-25,Store G,Waterloo,Electronics,2003.13,75,4,10,Wednesday,2024,December
712,2024-02-19,Store C,Hamilton,Books,1735.36,,4.4,5,Monday,2024,February
713,2025-06-19,Store F,Mississauga,Home,2178.56,118,4.6,20,Thursday,2025,June
714,2023-10-06,Store F,Mississauga,Clothing,1781.46,97,3.6,20,Friday,2023,October
715,2025-09-23,Store A,Toronto,Home,2175.19,30,4.7,5,Tuesday,2025,September
716,2024-12-27,Store E,Kingston,Sports,2276.55,115,4,5,Friday,2024,December
717,2024-12-30,Store G,Waterloo,Clothing,2490.42,43,,0,Monday,2024,December
718,2024-01-13,Store F,Mississauga,Food,1913.29,122,3.6,5,Saturday,2024,January
719,2023-11-27,Store D,London,Books,2050.41,105,3.9,15,Monday,2023,November
720,2024-09-18,Store E,Kingston,Food,1486.38,86,4.7,5,Wednesday,2024,September
721,2024-11-03,Store E,Kingston,Food,1301.19,71,,20,Sunday,2024,November
722,2025-05-10,Store A,Toronto,Electronics,1586.05,117,4.3,10,Saturday,2025,May
723,2024-12-24,Store G,Waterloo,Clothing,,94,4,5,Tuesday,2024,December
724,2024-07-31,Store A,Toronto,Home,1613.72,104,4,15,Wednesday,2024,July
725,2024-02-24,Store B,Ottawa,Food,885.32,41,4,0,Saturday,2024,February
726,2024-10-08,Store E,Kingston,Sports,1443.18,130,4.8,25,Tuesday,2024,October
727,2025-04-18,Store C,Hamilton,Home,2090.74,62,4.3,15,Friday,2025,April
728,2024-12-09,Store D,London,Home,1981.43,137,3.5,5,Monday,2024,December
729,2025-07-25,Store C,Hamilton,Electronics,1568.24,116,4.9,5,Friday,2025,July
730,2024-02-16,Store B,Ottawa,Food,622.75,,3.8,15,Friday,2024,February
731,2023-12-23,Store F,Mississauga,Food,1937.49,152,3.6,0,Saturday,2023,December
732,2023-10-22,Store H,Windsor,Books,2058.67,105,3.9,15,Sunday,2023,October
733,2024-02-13,Store E,Kingston,Books,1921.31,118,3.5,15,Tuesday,2024,February
734,2025-12-29,Store C,Hamilton,Electronics,2035.47,121,3.7,0,Monday,2025,December
735,2023-09-14,Store F,Mississauga,Sports,992.78,42,3.5,0,Thursday,2023,September
736,2024-08-27,Store F,Mississauga,Sports,2295.94,111,4.3,5,Tuesday,2024,August
737,2025-07-31,Store C,Hamilton,Electronics,1657.93,64,3.9,0,Thursday,2025,July
738,2025-04-02,Store E,Kingston,Books,1742.22,91,4,15,Wednesday,2025,April
739,2025-05-22,Store H,Windsor,Home,1157.12,91,4.5,0,Thursday,2025,May
740,2025-08-14,Store H,Windsor,Home,1321.49,106,5,0,Thursday,2025,August
741,2025-11-13,Store E,Kingston,Electronics,2104.04,72,4.2,0,Thursday,2025,November
742,2023-04-05,Store H,Windsor,Clothing,1306.34,70,4.3,5,Wednesday,2023,April
743,2025-01-31,Store B,Ottawa,Electronics,1265.02,47,4.1,10,Friday,2025,January
744,2025-06-29,Store C,Hamilton,Sports,1239.5,114,4.3,25,Sunday,2025,June
745,2025-09-12,Store A,Toronto,Clothing,2102.01,93,4.2,5,Friday,2025,September
746,2024-08-03,Store C,Hamilton,Electronics,1181.03,59,4.3,25,Saturday,2024,August
747,2023-01-26,Store H,Windsor,Sports,1613.11,46,4.9,5,Thursday,2023,January
748,2025-08-23,Store E,Kingston,Electronics,802.32,42,,15,Saturday,2025,August
749,2023-11-20,Store B,Ottawa,Clothing,1835.64,119,4.3,15,Monday,2023,November
750,2025-09-21,Store B,Ottawa,Food,1815.18,54,4.2,10,Sunday,2025,September
751,2023-12-04,Store C,Hamilton,Clothing,2312.16,121,,0,Monday,2023,December
752,2025-06-14,Store A,Toronto,Food,943.8,134,3.9,0,Saturday,2025,June
753,2025-08-13,Store B,Ottawa,Books,1837.73,48,4.7,0,Wednesday,2025,August
754,2024-09-16,Store H,Windsor,Home,1643.45,82,3.9,0,Monday,2024,September
755,2023-05-26,Store F,Mississauga,Home,1342.41,95,4.1,15,Friday,2023,May
756,2024-11-23,Store H,Windsor,Home,,109,3.6,5,Saturday,2024,November
757,2023-02-12,Store D,London,Books,1713.52,77,4.2,25,Sunday,2023,February
758,2025-09-11,Store C,Hamilton,Food,1706.93,12,4.5,5,Thursday,2025,September
759,2025-06-18,Store C,Hamilton,Home,,64,4,15,Wednesday,2025,June
760,2023-12-29,Store E,Kingston,Clothing,2061,62,4.9,15,Friday,2023,December
761,2024-12-15,Store A,Toronto,Sports,1772.18,99,3.7,25,Sunday,2024,December
762,2023-07-21,Store H,Windsor,Sports,1981.03,58,4.2,25,Friday,2023,July
763,2024-11-07,Store C,Hamilton,Home,2242.76,118,4.5,10,Thursday,2024,November
764,2023-01-11,Store F,Mississauga,Electronics,1044.37,64,,5,Wednesday,2023,January
765,2023-10-24,Store E,Kingston,Food,1028.32,100,4.3,10,Tuesday,2023,October
766,2025-03-29,Store C,Hamilton,Home,822.11,92,3.9,0,Saturday,2025,March
767,2025-02-02,Store B,Ottawa,Clothing,1480.6,76,3.2,0,Sunday,2025,February
768,2025-10-26,Store E,Kingston,Electronics,1044.17,93,4.1,0,Sunday,2025,October
769,2024-03-27,Store E,Kingston,Books,2277.64,81,3.9,5,Wednesday,2024,March
770,2023-04-16,Store F,Mississauga,Books,1843.69,97,4.4,0,Sunday,2023,April
771,2025-02-17,Store A,Toronto,Home,1148.06,,4,25,Monday,2025,February
772,2025-02-04,Store G,Waterloo,Sports,1308.39,117,4.5,0,Tuesday,2025,February
773,2023-07-15,Store G,Waterloo,Clothing,1711.4,96,4.2,0,Saturday,2023,July
774,2023-12-26,Store D,London,Sports,2574.03,101,4.2,0,Tuesday,2023,December
775,2024-03-21,Store F,Mississauga,Sports,2334.73,54,3.8,25,Thursday,2024,March
776,2023-02-02,Store C,Hamilton,Books,1357.08,74,3.6,20,Thursday,2023,February
777,2024-10-06,Store E,Kingston,Electronics,1857.7,43,4.3,5,Sunday,2024,October
778,2025-08-09,Store E,Kingston,Books,2170.29,74,,10,Saturday,2025,August
779,2023-11-29,Store H,Windsor,Food,2258.02,108,4.6,0,Wednesday,2023,November
780,2025-07-16,Store C,Hamilton,Electronics,1983.53,95,4.2,20,Wednesday,2025,July
781,2025-08-22,Store H,Windsor,Electronics,1729.29,104,3.5,20,Friday,2025,August
782,2024-01-13,Store D,London,Electronics,1836.84,132,4.3,5,Saturday,2024,January
783,2024-08-28,Store H,Windsor,Clothing,1161.06,47,4.2,0,Wednesday,2024,August
784,2023-05-17,Store G,Waterloo,Sports,1661.85,78,3.3,5,Wednesday,2023,May
785,2023-07-11,Store B,Ottawa,Electronics,2583.58,86,4.6,10,Tuesday,2023,July
786,2024-11-30,Store C,Hamilton,Electronics,1834.59,109,,10,Saturday,2024,November
787,2025-02-27,Store F,Mississauga,Electronics,1372.38,105,3.8,10,Thursday,2025,February
788,2025-12-07,Store G,Waterloo,Home,2047.65,92,3.8,5,Sunday,2025,December
789,2025-04-01,Store G,Waterloo,Sports,922.34,73,,15,Tuesday,2025,April
790,2023-09-13,Store A,Toronto,Sports,1637.94,84,4.7,15,Wednesday,2023,September
791,2023-06-23,Store D,London,Electronics,1210.95,,3.8,25,Friday,2023,June
792,2023-09-20,Store D,London,Clothing,1874.05,85,3.3,10,Wednesday,2023,September
793,2024-11-20,Store H,Windsor,Electronics,1973.31,,3.3,10,Wednesday,2024,November
794,2024-10-11,Store C,Hamilton,Home,727.44,102,4.1,5,Friday,2024,October
795,2023-04-10,Store B,Ottawa,Books,1814.48,134,,10,Monday,2023,April
796,2023-08-29,Store G,Waterloo,Clothing,1425.93,149,3.8,15,Tuesday,2023,August
797,2023-08-03,Store G,Waterloo,Clothing,1932.71,82,3.7,10,Thursday,2023,August
798,2025-09-16,Store E,Kingston,Electronics,1290.58,92,3.9,5,Tuesday,2025,September
799,2024-11-29,Store D,London,Sports,2999.9,137,4.8,25,Friday,2024,November
800,2024-09-19,Store E,Kingston,Books,1196.51,31,3.9,10,Thursday,2024,September
801,2023-11-01,Store H,Windsor,Home,1269.89,85,4.4,10,Wednesday,2023,November
802,2024-08-27,Store E,Kingston,Books,1045.78,54,3.5,0,Tuesday,2024,August
803,2024-08-30,Store E,Kingston,Food,1098.81,60,3.5,10,Friday,2024,August
804,2025-07-06,Store F,Mississauga,Home,1534.02,70,3.8,5,Sunday,2025,July
805,2023-06-29,Store F,Mississauga,Clothing,,117,4,5,Thursday,2023,June
806,2023-12-24,Store G,Waterloo,Electronics,1863.97,171,3.8,0,Sunday,2023,December
807,2024-04-01,Store H,Windsor,Books,967.07,100,4,15,Monday,2024,April
808,2025-03-20,Store F,Mississauga,Sports,2407.51,107,3.7,0,Thursday,2025,March
809,2024-03-12,Store A,Toronto,Clothing,1983.83,55,4.4,25,Tuesday,2024,March
810,2024-01-05,Store B,Ottawa,Electronics,2084.29,,4.1,15,Friday,2024,January
811,2024-06-12,Store A,Toronto,Sports,2716.18,84,4.2,15,Wednesday,2024,June
812,2023-04-10,Store C,Hamilton,Food,1563.05,112,3.4,10,Monday,2023,April
813,2024-06-02,Store D,London,Food,1787.3,97,3.8,0,Sunday,2024,June
814,2024-12-08,Store F,Mississauga,Home,2287.77,110,4,0,Sunday,2024,December
815,2025-03-11,Store G,Waterloo,Books,1454.75,49,3.1,15,Tuesday,2025,March
816,2025-10-01,Store A,Toronto,Home,1659.81,86,4.4,5,Wednesday,2025,October
817,2024-04-05,Store C,Hamilton,Books,1333.61,59,3.9,15,Friday,2024,April
818,2024-08-07,Store B,Ottawa,Clothing,1765.11,100,4.4,25,Wednesday,2024,August
819,2024-10-10,Store C,Hamilton,Home,1605.35,95,3.4,5,Thursday,2024,October
820,2023-03-21,Store E,Kingston,Clothing,,58,4.5,10,Tuesday,2023,March
821,2024-12-05,Store G,Waterloo,Electronics,2371.92,89,4.1,15,Thursday,2024,December
822,2024-05-20,Store G,Waterloo,Books,2118.41,91,,10,Monday,2024,May
823,2023-05-15,Store C,Hamilton,Food,1884.28,68,3.9,0,Monday,2023,May
824,2025-06-26,Store G,Waterloo,Electronics,2059.11,,3.7,15,Thursday,2025,June
825,2024-09-06,Store C,Hamilton,Books,1307.91,52,,5,Friday,2024,September
826,2024-03-22,Store B,Ottawa,Clothing,1031.16,67,3.6,0,Friday,2024,March
827,2023-07-03,Store H,Windsor,Home,1344.94,126,3.8,15,Monday,2023,July
828,2023-05-11,Store F,Mississauga,Clothing,1245.86,122,4.3,25,Thursday,2023,May
829,2024-05-07,Store E,Kingston,Electronics,1375.98,75,3.8,0,Tuesday,2024,May
830,2024-11-12,Store F,Mississauga,Clothing,1663.18,123,4.7,0,Tuesday,2024,November
831,2024-04-30,Store A,Toronto,Sports,1827.82,87,4.6,10,Tuesday,2024,April
832,2024-12-29,Store E,Kingston,Sports,1304.95,84,3.6,15,Sunday,2024,December
833,2025-04-25,Store H,Windsor,Clothing,1660.76,65,3.8,0,Friday,2025,April
834,2025-05-11,Store E,Kingston,Books,,61,3.5,5,Sunday,2025,May
835,2024-07-08,Store C,Hamilton,Books,2075.36,120,3.9,0,Monday,2024,July
836,2025-08-11,Store C,Hamilton,Books,2102.03,132,4.3,15,Monday,2025,August
837,2024-03-26,Store C,Hamilton,Electronics,1138.76,70,4.7,0,Tuesday,2024,March
838,2025-07-15,Store D,London,,2081.95,103,4.2,15,Tuesday,2025,July
839,2023-08-11,Store H,Windsor,Sports,2243.47,,4.7,20,Friday,2023,August
840,2023-11-16,Store D,London,Home,1969.58,137,4.1,10,Thursday,2023,November
841,2025-05-03,Store E,Kingston,Food,,29,4,5,Saturday,2025,May
842,2024-04-15,Store G,Waterloo,Food,1651.5,76,5,10,Monday,2024,April
843,2024-12-21,Store H,Windsor,Sports,950.87,118,3.5,20,Saturday,2024,December
844,2025-11-04,Store D,London,Home,2442.88,128,4.3,15,Tuesday,2025,November
845,2024-10-12,Store B,Ottawa,Sports,2514.46,58,3.3,25,Saturday,2024,October
846,2025-04-02,Store E,Kingston,Clothing,1100.73,75,4.3,0,Wednesday,2025,April
847,2025-08-21,Store H,Windsor,Home,1073.68,85,4.5,10,Thursday,2025,August
848,2025-03-27,Store D,London,Electronics,1794.34,76,3.9,10,Thursday,2025,March
849,2024-09-05,Store H,Windsor,Food,526.29,55,4.7,0,Thursday,2024,September
850,2023-08-29,Store C,Hamilton,Sports,8645.34,,4.3,0,Tuesday,2023,August
851,2023-12-20,Store G,Waterloo,Home,1970.88,143,,10,Wednesday,2023,December
852,2023-02-28,Store B,Ottawa,Home,1186.75,58,4,0,Tuesday,2023,February
853,2025-02-23,Store G,Waterloo,Sports,2124.1,55,4.1,0,Sunday,2025,February
854,2024-05-28,Store C,Hamilton,Food,1231.77,77,3.6,15,Tuesday,2024,May
855,2024-07-21,Store B,Ottawa,Sports,1555.01,96,3.3,5,Sunday,2024,July
856,2024-04-11,Store F,Mississauga,Books,1297.95,55,3.8,10,Thursday,2024,April
857,2025-03-24,Store F,Mississauga,Home,2419.88,97,3.8,15,Monday,2025,March
858,2023-08-13,Store A,Toronto,Food,2195.29,101,4.4,5,Sunday,2023,August
859,2023-07-16,Store C,Hamilton,Sports,1369.44,85,4.1,0,Sunday,2023,July
860,2025-11-12,Store C,Hamilton,Sports,2138.68,,3.6,20,Wednesday,2025,November
861,2025-01-26,Store H,Windsor,Clothing,824.86,49,4.3,5,Sunday,2025,January
862,2024-01-14,Store A,Toronto,,1877.92,123,4.7,10,Sunday,2024,January
863,2024-02-06,Store B,Ottawa,Home,1717.11,123,4.1,20,Tuesday,2024,February
864,2024-09-01,Store B,Ottawa,,1059.9,93,3.9,20,Sunday,2024,September
865,2024-08-19,Store H,Windsor,Electronics,1820.3,98,4.2,5,Monday,2024,August
866,2024-08-20,Store G,Waterloo,Electronics,2096.53,65,4.8,5,Tuesday,2024,August
867,2025-11-23,Store D,London,Food,,107,4.6,0,Sunday,2025,November
868,2024-11-28,Store C,Hamilton,Food,2256.62,105,3.4,10,Thursday,2024,November
869,2025-01-28,Store C,Hamilton,Home,2011.28,77,4.5,0,Tuesday,2025,January
870,2023-06-20,Store E,Kingston,Food,1721.73,43,3.9,20,Tuesday,2023,June
871,2024-03-02,Store G,Waterloo,Books,1607.77,124,3.2,0,Saturday,2024,March
872,2023-11-18,Store A,Toronto,Clothing,1891.01,172,4,15,Saturday,2023,November
873,2025-01-04,Store C,Hamilton,Books,382.21,,5,0,Saturday,2025,January
874,2023-12-26,Store A,Toronto,Electronics,2039.58,127,4.2,25,Tuesday,2023,December
875,2025-07-18,Store B,Ottawa,Food,2135.64,142,4.9,10,Friday,2025,July
876,2024-07-03,Store F,Mississauga,Food,1348.55,140,3.4,15,Wednesday,2024,July
877,2023-11-30,Store B,Ottawa,Home,1689.04,90,4.5,5,Thursday,2023,November
878,2024-04-18,Store E,Kingston,Electronics,1594.71,37,4.3,5,Thursday,2024,April
879,2024-07-04,Store F,Mississauga,Books,2493.85,90,4,5,Thursday,2024,July
880,2023-02-19,Store A,Toronto,Sports,2243.36,145,4.1,10,Sunday,2023,February
881,2023-05-06,Store B,Ottawa,Books,1684.46,98,4.4,5,Saturday,2023,May
882,2023-12-12,Store H,Windsor,Sports,1306.79,117,4.9,15,Tuesday,2023,December
883,2024-02-10,Store G,Waterloo,Clothing,1296.67,105,5,20,Saturday,2024,February
884,2024-04-27,Store F,Mississauga,Home,1160.32,97,3.7,0,Saturday,2024,April
885,2024-09-04,Store G,Waterloo,Home,1907.1,64,4.6,10,Wednesday,2024,September
886,2024-06-11,Store B,Ottawa,Books,1394.36,51,,25,Tuesday,2024,June
887,2023-10-12,Store E,Kingston,Clothing,1233.44,87,4.5,10,Thursday,2023,October
888,2023-12-04,Store H,Windsor,Food,2971.97,59,4.1,5,Monday,2023,December
889,2025-06-15,Store A,Toronto,Books,1773.76,107,4.3,10,Sunday,2025,June
890,2024-01-29,Store H,Windsor,Home,1731.51,103,3.4,0,Monday,2024,January
891,2024-07-06,Store H,Windsor,Food,2068.93,92,3.9,25,Saturday,2024,July
892,2025-06-18,Store H,Windsor,Home,1948.25,63,4.3,10,Wednesday,2025,June
893,2025-03-18,Store B,Ottawa,Books,1813.14,103,4.4,5,Tuesday,2025,March
894,2023-06-07,Store A,Toronto,Electronics,2082.74,118,4.8,5,Wednesday,2023,June
895,2024-05-18,Store H,Windsor,,1378.99,72,4.4,20,Saturday,2024,May
896,2023-04-24,Store E,Kingston,Electronics,978.67,57,3.6,0,Monday,2023,April
897,2023-05-21,Store G,Waterloo,Home,1617.13,91,4.3,10,Sunday,2023,May
898,2025-01-29,Store B,Ottawa,Home,992.28,101,4.2,5,Wednesday,2025,January
899,2024-04-20,Store H,Windsor,Food,661.73,77,3.7,25,Saturday,2024,April
900,2025-11-14,Store D,London,Electronics,1921.96,106,3.8,0,Friday,2025,November
901,2024-09-10,Store A,Toronto,Sports,1906.98,81,5,5,Tuesday,2024,September
902,2023-11-05,Store C,Hamilton,Home,2030.12,61,3.6,25,Sunday,2023,November
903,2025-11-08,Store H,Windsor,,1668.76,100,3.7,0,Saturday,2025,November
904,2023-12-30,Store G,Waterloo,Home,1949.83,87,4,0,Saturday,2023,December
905,2025-06-12,Store A,Toronto,Books,2518.71,55,4,15,Thursday,2025,June
906,2023-04-03,Store D,London,Electronics,1000.56,91,4,0,Monday,2023,April
907,2023-02-13,Store F,Mississauga,Electronics,1952.71,107,3.9,15,Monday,2023,February
908,2025-02-07,Store H,Windsor,Food,1683.87,74,4.5,20,Friday,2025,February
909,2025-08-02,Store B,Ottawa,Books,1713.23,85,4.1,20,Saturday,2025,August
910,2023-02-03,Store D,London,Sports,1222.77,26,4.9,15,Friday,2023,February
911,2024-10-14,Store C,Hamilton,Clothing,1790.78,81,3.2,10,Monday,2024,October
912,2023-10-31,Store C,Hamilton,Sports,1302.25,77,4.3,5,Tuesday,2023,October
913,2024-05-04,Store A,Toronto,Electronics,1715.77,,4.1,15,Saturday,2024,May
914,2024-08-25,Store C,Hamilton,Food,1432.83,82,4.3,5,Sunday,2024,August
915,2024-11-30,Store G,Waterloo,Books,15043.56,94,4.2,5,Saturday,2024,November
916,2023-12-05,Store F,Mississauga,,3086.57,132,4.1,0,Tuesday,2023,December
917,2024-03-28,Store F,Mississauga,Food,11143.32,88,3.9,0,Thursday,2024,March
918,2025-01-16,Store B,Ottawa,Electronics,1176.48,93,4.8,5,Thursday,2025,January
919,2024-09-07,Store C,Hamilton,Food,,45,3.8,10,Saturday,2024,September
920,2023-02-13,Store D,London,Home,1770.27,85,2.8,10,Monday,2023,February
